Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuiteForDataDriven,Chrome 73.0.3683.103,,2019-04-13 12:43:16,2019-04-13 12:43:46,29.503s,FAILED
,,,,,,
Test Cases/April13/DataDrivenTest,Chrome 73.0.3683.103,,2019-04-13 12:43:16,2019-04-13 12:43:27,10.393s,FAILED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-13 12:43:17,2019-04-13 12:43:21,3.841s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",Chrome 73.0.3683.103,,2019-04-13 12:43:21,2019-04-13 12:43:21,0.537s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/div_""))",Chrome 73.0.3683.103,,2019-04-13 12:43:21,2019-04-13 12:43:27,5.562s,FAILED
,,,,,,
Test Cases/April13/DataDrivenTest,Chrome 73.0.3683.103,,2019-04-13 12:43:27,2019-04-13 12:43:36,8.906s,FAILED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-13 12:43:27,2019-04-13 12:43:30,2.930s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",Chrome 73.0.3683.103,,2019-04-13 12:43:30,2019-04-13 12:43:30,0.499s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/div_""))",Chrome 73.0.3683.103,,2019-04-13 12:43:30,2019-04-13 12:43:36,5.437s,FAILED
,,,,,,
Test Cases/April13/DataDrivenTest,Chrome 73.0.3683.103,,2019-04-13 12:43:36,2019-04-13 12:43:45,8.925s,FAILED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-13 12:43:36,2019-04-13 12:43:39,2.962s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",Chrome 73.0.3683.103,,2019-04-13 12:43:39,2019-04-13 12:43:39,0.464s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/div_""))",Chrome 73.0.3683.103,,2019-04-13 12:43:39,2019-04-13 12:43:45,5.491s,FAILED
