Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite1,Chrome 73.0.3683.103,,2019-04-13 11:54:01,2019-04-13 11:54:09,7.828s,PASSED
,,,,,,
Test Cases/April13/DemoTest,Chrome 73.0.3683.103,,2019-04-13 11:54:01,2019-04-13 11:54:09,7.431s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-13 11:54:02,2019-04-13 11:54:07,5.114s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 73.0.3683.103,,2019-04-13 11:54:07,2019-04-13 11:54:07,0.392s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 73.0.3683.103,,2019-04-13 11:54:07,2019-04-13 11:54:08,0.312s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 73.0.3683.103,,2019-04-13 11:54:08,2019-04-13 11:54:08,0.186s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 73.0.3683.103,,2019-04-13 11:54:08,2019-04-13 11:54:08,0.235s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 73.0.3683.103,,2019-04-13 11:54:08,2019-04-13 11:54:08,0.191s,PASSED
closeBrowser(),Chrome 73.0.3683.103,,2019-04-13 11:54:08,2019-04-13 11:54:09,0.633s,PASSED
