Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite1,Chrome 73.0.3683.103,,2019-04-13 11:37:03,2019-04-13 11:37:10,6.730s,PASSED
,,,,,,
Test Cases/April13/DemoTest,Chrome 73.0.3683.103,,2019-04-13 11:37:04,2019-04-13 11:37:10,6.333s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-13 11:37:04,2019-04-13 11:37:08,3.736s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 73.0.3683.103,,2019-04-13 11:37:08,2019-04-13 11:37:08,0.345s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 73.0.3683.103,,2019-04-13 11:37:08,2019-04-13 11:37:09,0.379s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 73.0.3683.103,,2019-04-13 11:37:09,2019-04-13 11:37:09,0.186s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 73.0.3683.103,,2019-04-13 11:37:09,2019-04-13 11:37:09,0.384s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 73.0.3683.103,,2019-04-13 11:37:09,2019-04-13 11:37:09,0.304s,PASSED
closeBrowser(),Chrome 73.0.3683.103,,2019-04-13 11:37:09,2019-04-13 11:37:10,0.654s,PASSED
