Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite1,Chrome 73.0.3683.103,,2019-04-13 11:54:52,2019-04-13 11:54:59,6.804s,PASSED
,,,,,,
Test Cases/April13/DemoTest,Chrome 73.0.3683.103,,2019-04-13 11:54:52,2019-04-13 11:54:59,6.403s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-13 11:54:53,2019-04-13 11:54:56,3.794s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 73.0.3683.103,,2019-04-13 11:54:56,2019-04-13 11:54:57,0.429s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 73.0.3683.103,,2019-04-13 11:54:57,2019-04-13 11:54:57,0.242s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 73.0.3683.103,,2019-04-13 11:54:57,2019-04-13 11:54:57,0.267s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 73.0.3683.103,,2019-04-13 11:54:57,2019-04-13 11:54:58,0.320s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login""))",Chrome 73.0.3683.103,,2019-04-13 11:54:58,2019-04-13 11:54:58,0.205s,PASSED
closeBrowser(),Chrome 73.0.3683.103,,2019-04-13 11:54:58,2019-04-13 11:54:59,0.767s,PASSED
