Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite1,Chrome 73.0.3683.103,,2019-04-12 16:08:13,2019-04-12 16:08:25,12.007s,PASSED
,,,,,,
Test Cases/Test5,Chrome 73.0.3683.103,,2019-04-12 16:08:13,2019-04-12 16:08:25,11.540s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-12 16:08:14,2019-04-12 16:08:19,5.199s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",Chrome 73.0.3683.103,,2019-04-12 16:08:19,2019-04-12 16:08:20,1.301s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/span_Username""))",Chrome 73.0.3683.103,,2019-04-12 16:08:20,2019-04-12 16:08:20,0.131s,PASSED
"setText(findTestObject(""Object Repository/Page_OrangeHRM/input_LOGIN Panel_txtUsername""), ""Admin"")",Chrome 73.0.3683.103,,2019-04-12 16:08:20,2019-04-12 16:08:20,0.130s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_OrangeHRM/input_Username_txtPassword""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 73.0.3683.103,,2019-04-12 16:08:20,2019-04-12 16:08:21,0.406s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/input_Password_Submit""))",Chrome 73.0.3683.103,,2019-04-12 16:08:21,2019-04-12 16:08:22,0.811s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Welcome Admin""))",Chrome 73.0.3683.103,,2019-04-12 16:08:22,2019-04-12 16:08:22,0.106s,PASSED
"waitForElementPresent(findTestObject(""Page_OrangeHRM/a_Logout""), 5)",Chrome 73.0.3683.103,,2019-04-12 16:08:22,2019-04-12 16:08:22,0.359s,PASSED
"click(findTestObject(""Object Repository/Page_OrangeHRM/a_Logout""))",Chrome 73.0.3683.103,,2019-04-12 16:08:22,2019-04-12 16:08:23,0.980s,PASSED
closeBrowser(),Chrome 73.0.3683.103,,2019-04-12 16:08:23,2019-04-12 16:08:25,1.716s,PASSED
